B1,B2,B3,B4,B5,Zone
0.0,0.0,0.0,0.0,-1.6614958062728076,7
0.0,1.5969121293311817,0.0,0.14815627931062844,0.0,7
0.0,0.0,-1.7161580414732387,0.0,0.0,7
0.34711275686272774,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,0.19399255557053852,7
0.0,4.352340954916735,0.0,0.0,1.365879941997915,7
0.0,0.0,0.5221206281989164,0.0,-0.5872657020477126,7
0.0,0.0,-0.11738756313598511,0.0,0.0,7
0.0,0.0,0.2023665325314656,0.0,0.0,7
-0.7623938917359782,0.0,0.0,0.0,0.0,7
0.0,1.9413407325293757,0.0,0.0,-0.8802375486545566,7
0.0,2.400578870126968,0.0,0.6271813642789019,0.0,7
0.0,0.0,0.41553592964309943,0.0,0.0,7
-0.15720844704577494,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,-1.1732093952614007,7
0.0,0.0,0.0,-0.3308688056576451,0.0,7
0.0,0.0,0.0,-0.8098938906259185,0.0,7
0.0,0.0,-0.6503110559150697,0.0,0.0,7
0.0,0.0,-0.010802864580168204,0.0,0.0,7
0.0,0.0,0.0,0.0,-0.48960841984543113,7
-0.35893692860917603,0.0,0.0957818339756487,0.0,0.0,7
-1.0649866140810798,0.0,0.0,0.0,0.0,7
0.0,2.85981700772456,0.0,0.0,0.0,7
0.0,1.9413407325293757,0.0,-0.8098938906259185,0.0,7
-0.35893692860917603,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,-0.2942938554408684,7
0.0,1.8265311981299777,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,-0.196636573238587,7
0.0,0.0,0.0,-0.5703813481417818,0.0,7
0.0,0.0,0.7352900253105501,0.0,0.0,7
0.044520034517626116,0.0,0.0,0.0,0.0,7
0.0,1.3672930605323856,0.0,0.0,0.0,7
0.0,2.28576933572757,0.0,0.0,0.0,7
0.0,0.0,0.0957818339756487,0.0,0.0,7
0.044520034517626116,0.0,0.7352900253105501,0.0,0.0,7
0.0,0.0,0.2023665325314656,0.0,0.0,7
