B1,B2,B3,B4,B5,Zone
-95,0,0,0,0,10
0,-77,0,-81,-83,10
0,0,-69,0,-84,10
-82,0,0,0,0,10
-77,0,0,0,0,10
0,0,0,-77,0,10
0,0,-76,-83,0,10
-85,0,0,0,0,10
0,-66,0,-81,0,10
0,0,-67,0,0,10
-86,0,0,0,0,10
0,-68,0,-80,-78,10
0,-63,0,-86,0,10
-80,0,0,0,0,10
0,-80,-72,0,-80,10
-82,0,0,0,0,10
0,-67,0,-72,-77,10
0,-70,-66,0,0,10
0,0,-62,0,0,10
-79,0,0,0,0,10
0,-59,0,-81,-87,10
0,0,-69,-81,-72,10
0,-68,-64,0,-77,10
0,0,0,-74,0,10
0,-68,0,0,0,10
0,-60,-70,0,0,10
-76,0,0,0,0,10
0,-78,0,-73,0,10
0,-64,-61,-78,0,10
0,-68,-64,-71,0,10
0,0,0,0,-76,10
-80,0,0,0,0,10
-78,0,0,0,0,10
0,-61,0,0,0,10
0,-64,-70,-80,-79,10
-84,0,0,0,0,10
0,0,0,-77,-90,10
0,-66,0,0,0,10
0,0,-68,-82,-84,10
0,-69,0,0,0,10
-75,0,0,0,0,10
0,-65,0,0,0,10
0,0,-64,0,0,10
0,-68,0,-70,0,10
0,0,-70,0,0,10
-86,0,0,0,0,10
-83,0,0,0,0,10
0,-66,0,-79,0,10
0,-66,-64,-72,0,10
0,0,-67,0,0,10
0,-65,0,-80,0,10
0,0,-75,-80,-84,10
-77,0,-65,0,0,10
-81,0,0,0,0,10
0,-73,0,-76,0,10
0,0,0,-81,0,10
0,-63,-64,-73,-79,10
-84,0,0,0,0,10
-82,0,0,0,0,10
0,-63,0,0,-81,10
0,-67,-72,-77,0,10
0,0,-79,0,0,10
0,-65,0,-79,-84,10
0,0,-69,-77,0,10
-79,0,0,0,0,10
0,-62,0,-74,0,10
0,0,-63,0,-74,10
-75,0,0,0,0,10
0,-64,0,0,0,10
0,0,-61,-65,-74,10
-73,0,0,0,0,10
0,0,0,-73,0,10
0,-62,-69,-74,0,10
0,-65,0,0,0,10
0,0,-59,-70,-79,10
-79,0,0,0,0,10
0,-63,0,0,0,10
0,-65,0,-78,0,10
-80,0,0,0,0,10
0,-61,0,0,0,10
0,-68,-66,0,0,10
0,0,-66,0,0,10
-74,0,0,0,0,10
0,-60,0,-80,0,10
0,0,-66,0,-75,10
0,0,-62,0,0,10
-72,0,0,0,0,10
0,-64,0,0,0,10
0,-80,0,0,0,10
0,0,-70,0,-85,10
-90,0,0,0,0,10
-82,0,0,0,0,10
0,-68,0,0,0,10
0,-64,0,-77,-78,10
0,0,-63,0,-77,10
0,0,0,-70,0,10
0,-59,0,0,0,10
0,0,-63,0,-77,10
0,0,-60,0,0,10
-72,0,0,0,0,10
-70,0,0,0,0,10
0,-78,0,0,0,10
0,-72,0,-79,0,10
0,0,-66,0,0,10
0,-61,0,-77,0,10
0,0,0,0,-73,10
0,0,-70,0,-84,10
-74,0,0,0,0,10
0,0,-68,0,0,10
0,0,0,0,-81,10
0,0,-63,0,0,10
0,0,0,0,-84,10
0,0,0,0,-81,10
-74,0,0,0,0,10
0,-64,0,0,0,10
0,-65,-66,-88,-82,10
0,0,-66,0,-80,10
-78,0,0,0,0,10
0,-66,0,0,0,10
0,-64,0,0,0,10
0,0,0,0,-78,10
0,0,-69,0,0,10
-81,0,0,0,0,10
-80,0,0,0,0,10
0,-68,0,0,0,10
0,0,0,0,-74,10
0,0,-64,0,-81,10
0,-64,0,-71,0,10
0,-85,0,-67,-78,10
0,0,-68,0,0,10
-74,0,0,0,0,10
-72,0,0,0,0,10
0,-73,0,0,0,10
0,-66,0,0,0,10
0,0,-68,0,-68,10
-71,0,0,0,0,10
0,-62,0,-70,0,10
0,0,-57,0,-74,10
0,-76,0,-81,0,10
0,0,-71,-71,0,10
0,0,-64,0,0,10
-73,0,0,0,0,10
0,-64,0,0,0,10
0,0,-72,0,-79,10
0,0,-79,0,0,10
0,0,0,-69,0,10
0,0,0,0,-81,10
0,0,-66,0,-80,10
-88,0,0,0,0,10
0,-69,0,-79,0,10
0,0,-66,-77,-78,10
0,0,0,0,-83,10
-94,0,0,0,0,10
0,-70,0,0,0,10
0,-65,0,-78,0,10
0,0,-69,0,0,10
-71,0,0,0,0,10
0,-68,0,0,0,10
0,0,-67,0,0,10
0,-79,0,0,-84,10
0,0,-78,0,0,10
-76,0,0,0,0,10
0,-71,-86,0,0,10
-86,0,0,0,0,10
-90,0,0,0,0,10
0,-75,0,-73,0,10
0,0,0,0,-79,10
0,0,0,-82,0,10
0,0,-69,0,-91,10
0,0,-76,0,0,10
-76,0,0,0,0,10
0,-73,0,0,0,10
0,-65,0,-80,0,10
0,0,0,-84,0,10
0,0,0,0,-82,10
-81,0,0,0,0,10
-80,0,0,0,0,10
0,-75,0,-72,0,10
0,0,-70,0,0,10
-81,0,0,0,0,10
0,-71,0,-84,0,10
0,0,-76,0,0,10
-80,0,0,0,0,10
0,-72,0,0,0,10
0,0,0,-74,-78,10
0,0,-63,0,-80,10
-76,0,0,0,0,10
0,-78,0,0,0,10
0,0,0,-70,-81,10
0,0,-66,0,-80,10
-78,0,0,0,0,10
0,-72,0,0,0,10
0,0,0,-71,0,10
0,0,-61,0,-75,10
0,0,-67,0,0,10
-83,0,0,0,0,10
0,-69,0,-70,0,10
0,0,0,-73,0,10
0,0,0,0,-82,10
0,0,-65,0,0,10
0,-71,0,0,0,10
0,-69,0,-69,0,10
0,0,0,-75,0,10
0,0,-68,0,0,10
0,-75,0,0,0,10
0,0,0,-71,0,10
0,0,0,0,-81,10
0,0,-64,0,0,10
-78,0,0,0,0,10
-70,0,0,0,0,10
0,-65,0,0,0,10
0,0,0,-74,0,10
0,0,-64,0,-68,10
0,0,-66,0,0,10
0,-63,0,0,0,10
0,0,0,0,-90,10
0,0,-76,0,0,10
-78,0,0,0,0,10
-84,0,0,0,0,10
0,-63,0,0,0,10
0,0,0,-80,-80,10
0,0,0,0,-77,10
0,0,-64,0,0,10
-78,0,0,0,0,10
0,-71,0,0,0,10
0,0,0,-67,-73,10
0,0,-78,0,-78,10
-79,0,0,0,0,10
0,-69,0,0,0,10
0,0,0,-79,0,10
0,-68,0,0,0,10
0,0,0,-67,-80,10
0,0,-65,0,0,10
-85,0,0,0,0,10
-88,0,0,0,0,10
0,-60,0,0,0,10
0,0,0,-69,0,10
0,-79,0,0,0,10
0,0,-62,0,-75,10
0,0,-58,0,0,10
-82,0,0,0,0,10
0,-68,0,0,0,10
0,0,0,0,-77,10
0,-64,0,-76,0,10
0,0,0,0,-82,10
0,0,-71,0,0,10
0,-69,0,-64,0,10
0,0,0,0,-73,10
0,0,-62,0,0,10
0,0,0,0,-83,10
0,0,-58,0,0,10
-80,0,0,0,0,10
-78,0,0,0,0,10
0,-64,0,0,0,10
0,-60,0,0,0,10
0,0,0,0,-72,10
0,0,-65,0,0,10
-82,0,0,0,0,10
0,0,0,-88,-90,10
0,0,0,0,-77,10
-77,0,0,0,0,10
0,-77,0,0,0,10
0,0,0,-73,0,10
0,0,-69,0,0,10
0,0,-71,0,0,10
-77,0,0,0,0,10
-76,0,0,0,0,10
0,-67,0,0,0,10
0,-63,0,-70,-68,10
0,0,-64,0,0,10
-69,0,0,0,0,10
0,-78,0,-85,0,10
0,0,0,0,-70,10
0,0,0,0,-80,10
-79,0,0,0,0,10
-89,0,0,0,0,10
0,0,0,0,-79,10
0,0,-60,0,0,10
0,0,-70,0,0,10
-77,0,0,0,0,10
0,-65,0,0,0,10
0,-72,0,-82,-76,10
0,0,-70,0,0,10
-78,0,0,0,0,10
0,-84,0,-74,0,10
0,0,0,-76,0,10
0,0,-74,0,0,10
-77,0,0,0,0,10
0,-70,0,0,0,10
0,0,-69,0,0,10
0,0,-58,0,0,10
-75,0,0,0,0,10
0,-65,0,0,0,10
0,-75,0,0,0,10
0,0,0,0,-78,10
0,0,-70,0,0,10
0,-62,0,-76,0,10
0,-67,0,-82,0,10
-79,0,0,0,0,10
-82,0,0,0,0,10
0,-67,0,-65,0,10
0,-70,-62,-76,0,10
0,0,-62,0,0,10
-74,0,0,0,0,10
-76,0,0,0,0,10
0,0,0,0,-74,10
-71,0,0,0,0,10
0,0,0,-91,0,10
0,-64,0,-79,0,10
0,0,-80,0,0,10
-80,0,0,0,0,10
-74,0,0,0,0,10
0,0,0,-76,0,10
0,-61,0,0,0,10
0,0,-71,0,0,10
0,0,0,-80,0,10
0,-69,0,0,0,10
0,0,0,0,-86,10
0,0,-80,0,0,10
-77,-58,0,0,0,10
0,-69,0,-71,0,10
0,0,-66,0,0,10
0,-64,0,-78,0,10
0,-65,0,-76,0,10
0,0,-62,0,0,10
0,-63,0,-75,0,10
0,0,0,0,-78,10
0,0,0,0,-73,10
-80,0,0,0,0,10
-68,0,0,0,0,10
0,-67,0,-73,0,10
0,0,0,0,-84,10
0,0,-70,0,0,10
-89,0,0,0,0,10
-78,0,0,0,0,10
0,-67,0,-72,0,10
0,0,0,0,-77,10
0,0,0,0,-79,10
-78,0,0,0,0,10
-87,0,0,0,0,10
0,-78,0,0,0,10
0,0,-68,0,0,10
0,0,-62,0,0,10
-77,0,0,0,0,10
0,0,0,-70,0,10
0,0,0,0,-71,10
0,0,0,0,-74,10
0,0,-64,0,0,10
-75,0,0,0,0,10
0,0,0,-80,0,10
0,-69,0,0,0,10
0,0,0,0,-73,10
0,0,-62,0,0,10
-78,0,0,0,0,10
0,-80,0,-70,0,10
0,-74,0,-89,0,10
0,0,0,0,-78,10
0,0,-64,0,0,10
-79,0,0,0,0,10
0,-63,0,-79,0,10
0,0,0,0,-86,10
0,0,0,0,-79,10
-78,0,0,0,0,10
0,-71,0,-78,0,10
0,0,0,-86,0,10
0,0,-73,0,0,10
-85,0,0,0,0,10
0,-78,0,0,0,10
0,0,0,0,-81,10
0,0,-79,0,0,10
-77,0,0,0,0,10
-81,0,0,0,0,10
0,0,0,-86,0,10
0,-77,0,-82,0,10
0,0,0,0,-87,10
0,0,0,0,-91,10
0,0,-69,0,0,10
